X,Y,D顶深,H有效厚度,K渗透率,So含油饱和度,井名1,井名2
1590,1445,2956,4.5,92.45,77.89,D12
2700,755,3011,4.5,98.65,70.86,D21
1510,735,3011,4.5,57.41,60.76,D33
200,755,2986,5,81.66,71.69,D43
1890,195,3056,2,54.23,44.215,,D52
3032,125,3056,1,44.243333333333,38.4,,D66
200,135,3056,1,85.063333333333,38.386666666667,,D68
170,1470,2961,4.5,107.45,76.91,D80
3000,1494,2961,4.5,68.41,76.97,D92
